"path","symbol","method","operation","table","fingerprint","owner","exit_slice","strategy","status"
"services/caregiver_availability_lock_release_service.py","release_caregiver_availability_lock","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_release_service.py","release_caregiver_availability_lock","execute","UPDATE","caregiver_matching_plans","0afd70f9a0de337b","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_release_service.py","release_caregiver_availability_lock","execute","INSERT","caregiver_availability_lock_events","14f0ae711694bce1","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_release_service.py","release_caregiver_availability_lock","execute","UPDATE","caregiver_availability_locks","9975081872bbf465","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_release_service.py","release_caregiver_availability_lock","execute","UPDATE","caregiver_availability_lock_days","d2298ec3bd0cde43","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_service.py","_occupancy_conflicts","execute","DYNAMIC","unknown","05ba2e7ec9f532a7","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_service.py","_occupancy_conflicts","execute","DYNAMIC","unknown","99245298db29451d","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_service.py","_occupancy_conflicts","execute","DYNAMIC","unknown","b237707120f22704","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_service.py","_occupancy_conflicts","execute","DYNAMIC","unknown","bd5529a0ea4a0df4","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_service.py","acquire_caregiver_availability_lock","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_service.py","acquire_caregiver_availability_lock","execute","UPDATE","caregiver_matching_plans","08fa9379e144d245","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_service.py","acquire_caregiver_availability_lock","execute","INSERT","caregiver_availability_lock_days","20565f6b6f9d52fd","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_service.py","acquire_caregiver_availability_lock","execute","INSERT","caregiver_availability_lock_events","4ec983302d02ebbc","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_service.py","acquire_caregiver_availability_lock","execute","INSERT","caregiver_availability_locks","efa4fbb07d78745f","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_communication_service.py","cancel_matching_plan","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_communication_service.py","cancel_matching_plan","execute","INSERT","caregiver_matching_plan_events","8b93883e2686c29e","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_communication_service.py","cancel_matching_plan","execute","UPDATE","caregiver_matching_plans","ae3dce5d63266a3f","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_communication_service.py","record_matching_plan_willingness","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_communication_service.py","record_matching_plan_willingness","execute","INSERT","caregiver_matching_plan_events","e70781f0cf091218","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_communication_service.py","send_matching_plan_information","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_communication_service.py","send_matching_plan_information","execute","INSERT","caregiver_matching_plan_events","33e018204cee060b","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_communication_service.py","send_matching_plan_resumes","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_communication_service.py","send_matching_plan_resumes","execute","INSERT","caregiver_matching_plan_events","e99ce03fd2513d8f","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_plan_service.py","create_matching_plan_version","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_plan_service.py","create_matching_plan_version","execute","UPDATE","caregiver_matching_plans","39a1a4f9cc52ab9b","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_plan_service.py","create_matching_plan_version","execute","INSERT","caregiver_matching_plan_segments","9ecb6b52e7baae19","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_matching_plan_service.py","create_matching_plan_version","execute","INSERT","caregiver_matching_plans","a00c3ad8c3cd628c","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/multi_caregiver_schedule_generation.py","_generate_assignment_schedule_with_cursor","execute","INSERT","staff_schedule","107b1052ba19ee35","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/multi_caregiver_schedule_generation.py","_generate_assignment_schedule_with_cursor","execute","UPDATE","case_staff_assignments","c7233009987e9690","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/multi_caregiver_schedule_generation.py","generate_assignment_schedule","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/staff_occupancy_mutex_service.py","lock_staff_occupancy_mutex","execute","DYNAMIC","unknown","115cadf80a7f936a","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/staff_actual_transfers.py","reconcile_staff_actual_transfer","execute","INSERT","staff_transfer_allocations","081c5c8d2ab95de6","staff_payables","slice-4","replace-with-staff-payables-ledger-ports","需移除"
"services/staff_actual_transfers.py","reconcile_staff_actual_transfer","execute","UPDATE","staff_monthly_settlements","144f7d14e645c01c","staff_payables","slice-4","replace-with-staff-payables-ledger-ports","需移除"
"services/staff_actual_transfers.py","reconcile_staff_actual_transfer","execute","INSERT","staff_actual_transfers","4e5a27cf4221b8b3","staff_payables","slice-4","replace-with-staff-payables-ledger-ports","需移除"
"services/staff_actual_transfers.py","reconcile_staff_actual_transfer","execute","UPDATE","finance_import_rows","a730fac78f98aa4d","staff_payables","slice-4","replace-with-staff-payables-ledger-ports","需移除"
